timestamp_utc,scraped_at_utc,scraped_at_ist,ipo_id,company_name,board,close_date,url,price_band_high,issue_price,lot_size,gmp_rs,gmp_pct,gmp_as_of,gmp_date_raw,sub_total_x,sub_ig_x,sub_qib_x,registrar,capital_required,ev_capital_ratio,rank_of_day,rank_total_of_day,p_pop,p_allot,ev_retail,apply_s1,quality_score,apply_s2,quality_breakdown_json,s2_model_exret_pred,listing_date_expected,allotment_date,market_regime,error,verified,actual_listing_open,actual_open_return_pct,actual_is_clean_pop,verified_at,allotment_notified,allotment_notified_at
2026-09-03T17:49:59Z,2026-09-03T17:50:15Z,03-Sep 23:20 IST,2827,Deepa Jewellers,mainboard,2026-09-03,https://www.chittorgarh.com/ipo/deepa-jewellers-ipo/2827/,177.0,177.0,84,18.0,,2026-09-03,03-09-2026 Close,43.4,43.4,36.73,Bigshare Services Pvt.Ltd.,14868.0,0.004507706393458511,,,0.061271019814099784,0.02304147465437788,67.02057865794114,False,4.0,True,"[{""name"": ""subscription"", ""value"": 43.4, ""status"": ""pass"", ""awarded"": true}, {""name"": ""ofs_ratio"", ""value"": 0.45652173913043476, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 56.45, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.47, ""status"": ""pass"", ""awarded"": true}]",0.021928427125231464,2026-09-08,2026-09-04,BULLISH,,True,221.0,24.858757062146886,True,2026-09-09T04:45:48Z,True,2026-09-04T11:32:25Z
2026-09-03T17:50:04Z,2026-09-03T17:50:15Z,03-Sep 23:20 IST,2787,Rays of Belief (Mom’s Belief),mainboard,2026-09-03,https://www.chittorgarh.com/ipo/rays-of-belief-ipo/2787/,239.0,239.0,62,12.0,,2026-09-03,03-09-2026 Close,107.71,107.71,9.06,Kfin Technologies Ltd.,14818.0,0.00320024672808418,,,0.6944375892120015,0.009284189026088572,47.42125601675138,False,4.0,True,"[{""name"": ""subscription"", ""value"": 107.71, ""status"": ""pass"", ""awarded"": true}, {""name"": ""ofs_ratio"", ""value"": 0.0, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 21.64, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.12, ""status"": ""pass"", ""awarded"": true}]",-0.20285663766005332,2026-09-08,2026-09-04,BULLISH,,True,239.0,0.0,False,2026-09-09T04:45:50Z,True,2026-09-04T11:34:43Z
2026-09-03T17:50:09Z,2026-09-03T17:50:15Z,03-Sep 23:20 IST,2845,Fly-Hi Maritime Travels,sme,2026-09-03,https://www.chittorgarh.com/ipo/fly-hi-maritime-ipo/2845/,,102.0,1200,1.0,,2026-09-03,03-09-2026 Close,2.12,2.12,,Kfin Technologies Ltd.,122400.0,-0.0027134766527652583,,,0.007080450711411444,0.4716981132075471,-332.12954229846764,False,2.0,False,"[{""name"": ""subscription"", ""value"": 2.12, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.18867924528301888, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 61.29, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.72, ""status"": ""fail"", ""awarded"": false}]",0.9223369198384244,2026-09-08,2026-09-04,BULLISH,,True,81.6,-20.000000000000007,False,2026-09-09T04:45:52Z,True,2026-09-04T11:35:28Z
2026-09-03T17:50:15Z,2026-09-03T17:50:15Z,03-Sep 23:20 IST,2632,Farm Peace,sme,2026-09-03,https://www.chittorgarh.com/ipo/farm-peace-ipo/2632/,,59.0,2000,3.0,,2026-09-03,03-09-2026 Close,1.16,1.16,,Bigshare Services Pvt.Ltd.,118000.0,-0.06214317728937922,,,0.005737362825245486,0.8620689655172414,-7332.8949201467485,False,3.0,True,"[{""name"": ""subscription"", ""value"": 1.16, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.0, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 18.96, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.26, ""status"": ""pass"", ""awarded"": true}]",0.20802342395051754,2026-09-08,2026-09-04,BULLISH,,True,112.1,89.99999999999999,True,2026-09-09T04:45:53Z,True,2026-09-04T11:35:28Z
2026-09-08T10:16:19Z,2026-09-08T10:16:20Z,08-Sep 15:46 IST,2979,Qualiance International,sme,2026-09-08,https://www.chittorgarh.com/ipo/qualiance-international-ipo/2979/,127.0,127.0,1000,65.0,,2026-09-08,08-09-2026 Close,183.99,411.25,8.43,MUFG Intime India Pvt.Ltd.,127000.0,0.0020762013270293495,,,0.9980148332366627,0.0054350779933692046,263.6775685327274,True,3.0,True,"[{""name"": ""subscription"", ""value"": 183.99, ""status"": ""pass"", ""awarded"": true}, {""name"": ""ofs_ratio"", ""value"": null, ""status"": ""not_disclosed"", ""awarded"": true}, {""name"": ""roe"", ""value"": 61.56, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 1.15, ""status"": ""fail"", ""awarded"": false}]",0.7321588902045985,2026-09-11,2026-09-09,BEARISH,,False,,,,,True,2026-09-09T06:33:41Z
2026-09-09T10:16:31Z,2026-09-09T10:16:37Z,09-Sep 15:46 IST,2127,Pranav Constructions,mainboard,2026-09-09,https://www.chittorgarh.com/ipo/pranav-constructions-ipo/2127/,124.0,124.0,120,37.0,,2026-09-09,09-09-2026 Close,46.04,100.12,8.12,Kfin Technologies Ltd.,14880.0,0.0053992230539080905,,,0.8505801849695933,0.021720243266724587,80.34043904215238,True,3.0,True,"[{""name"": ""subscription"", ""value"": 46.04, ""status"": ""pass"", ""awarded"": true}, {""name"": ""ofs_ratio"", ""value"": 0.09971509971509972, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 33.78, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 1.08, ""status"": ""fail"", ""awarded"": false}]",-0.185976680471197,2026-09-15,2026-09-10,BEARISH,,False,,,,,True,2026-09-11T06:34:57Z
2026-09-09T10:16:36Z,2026-09-09T10:16:37Z,09-Sep 15:46 IST,2762,Apana Logistics,sme,2026-09-09,https://www.chittorgarh.com/ipo/apana-logistics-ipo/2762/,,60.0,2000,0.0,,2026-09-09,09-09-2026 Close,0.8,1.13,,Kfin Technologies Ltd.,120000.0,0.05227086033535269,,,0.0359292968075431,1.0,6272.503240242323,False,3.0,True,"[{""name"": ""subscription"", ""value"": 0.8, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": null, ""status"": ""not_disclosed"", ""awarded"": true}, {""name"": ""roe"", ""value"": 33.82, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.31, ""status"": ""pass"", ""awarded"": true}]",0.17671166267738628,2026-09-15,2026-09-10,BEARISH,,False,,,,,True,2026-09-11T06:35:42Z
2026-09-10T10:16:36Z,2026-09-10T10:16:48Z,10-Sep 15:46 IST,2856,Kanohar Electricals,mainboard,2026-09-10,https://www.chittorgarh.com/ipo/kanohar-electricals-ipo/2856/,632.0,632.0,23,225.0,,2026-09-10,10-09-2026 Close,16.77,63.31,6.92,MUFG Intime India Pvt.Ltd.,14536.0,0.016708782682723272,,,0.8977966480504895,0.05963029218843172,242.87886507606547,True,2.0,False,"[{""name"": ""subscription"", ""value"": 16.77, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.7159090909090909, ""status"": ""fail"", ""awarded"": false}, {""name"": ""roe"", ""value"": 42.12, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.1, ""status"": ""pass"", ""awarded"": true}]",0.06681224639115874,2026-09-16,2026-09-11,BEARISH,,False,,,,,True,2026-09-11T06:35:44Z
2026-09-10T10:16:41Z,2026-09-10T10:16:48Z,10-Sep 15:46 IST,2775,Prasol Chemicals,mainboard,2026-09-10,https://www.chittorgarh.com/ipo/prasol-chemicals-ipo/2775/,676.0,676.0,22,2.0,,2026-09-10,10-09-2026 Close,1.38,2.84,1.56,Kfin Technologies Ltd.,14872.0,0.009288338441123646,,,0.009827041188895868,0.7246376811594204,138.13616929639088,False,2.0,False,"[{""name"": ""subscription"", ""value"": 1.38, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.84, ""status"": ""fail"", ""awarded"": false}, {""name"": ""roe"", ""value"": 20.37, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.19, ""status"": ""pass"", ""awarded"": true}]",0.04169374000498577,2026-09-16,2026-09-11,BEARISH,,False,,,,,True,2026-09-11T06:36:27Z
2026-09-10T10:16:48Z,2026-09-10T10:16:48Z,10-Sep 15:46 IST,2594,Glass Wall Systems (India),mainboard,2026-09-10,https://www.chittorgarh.com/ipo/glass-wall-systems-ipo/2594/,182.0,182.0,82,52.0,,2026-09-10,10-09-2026 Close,41.31,48.65,44.93,MUFG Intime India Pvt.Ltd.,14924.0,0.004318425994066766,,,0.6905032638928127,0.02420721374969741,64.44818953545241,False,3.0,True,"[{""name"": ""subscription"", ""value"": 41.31, ""status"": ""pass"", ""awarded"": true}, {""name"": ""ofs_ratio"", ""value"": 0.8598130841121495, ""status"": ""fail"", ""awarded"": false}, {""name"": ""roe"", ""value"": 38.62, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.03, ""status"": ""pass"", ""awarded"": true}]",-0.19331870505230195,2026-09-16,2026-09-11,BEARISH,,False,,,,,True,2026-09-11T06:36:29Z
2026-09-11T10:16:14Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,2971,Rentomojo,mainboard,2026-09-11,https://www.chittorgarh.com/ipo/rentomojo-ipo/2971/,404.0,404.0,37,140.0,,2026-09-11,11-09-2026 Close,15.85,46.83,7.46,Kfin Technologies Ltd.,14948.0,0.015284915281601207,,,0.7436425392461007,0.06309148264984227,228.47891362937486,False,1.0,False,"[{""name"": ""subscription"", ""value"": 15.85, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.8805732484076433, ""status"": ""fail"", ""awarded"": false}, {""name"": ""roe"", ""value"": 43.51, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.63, ""status"": ""fail"", ""awarded"": false}]",-0.009935079216035175,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
2026-09-11T10:16:17Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,2558,Asset Reconstruction Co.(India),mainboard,2026-09-11,https://www.chittorgarh.com/ipo/asset-reconstruction-ipo/2558/,139.0,139.0,107,13.0,,2026-09-11,11-09-2026 Close,1.63,5.44,1.18,MUFG Intime India Pvt.Ltd.,14873.0,0.030156138434386463,,,0.06790130881274904,0.6134969325153374,448.51224693462984,False,1.0,False,"[{""name"": ""subscription"", ""value"": 1.63, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 1.0, ""status"": ""fail"", ""awarded"": false}, {""name"": ""roe"", ""value"": null, ""status"": ""not_disclosed"", ""awarded"": false}, {""name"": ""debt_equity"", ""value"": 0.39, ""status"": ""pass"", ""awarded"": true}]",0.006048992556628035,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
2026-09-11T10:16:22Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,2524,Manipal Payment & Identity Solutions (Manipal Cards),mainboard,2026-09-11,https://www.chittorgarh.com/ipo/manipal-payment-and-identity-solutions-ipo/2524/,339.0,339.0,44,5.0,,2026-09-11,11-09-2026 Close,0.65,1.31,0.47,MUFG Intime India Pvt.Ltd.,14916.0,0.014427016988302056,,,0.020256406948252217,1.0,215.19338539751345,False,2.0,False,"[{""name"": ""subscription"", ""value"": 0.65, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.6024844720496895, ""status"": ""fail"", ""awarded"": false}, {""name"": ""roe"", ""value"": 29.35, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": null, ""status"": ""not_disclosed"", ""awarded"": true}]",-0.03443890939322405,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
2026-09-11T10:16:27Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,2514,Steamhouse India,mainboard,2026-09-11,https://www.chittorgarh.com/ipo/steamhouse-india-ipo/2514/,81.0,81.0,185,22.75,,2026-09-11,11-09-2026 Close,4.62,19.39,1.71,Kfin Technologies Ltd.,14985.0,0.035117003554911666,,,0.7997456136265545,0.21645021645021645,526.2282982703513,False,2.0,False,"[{""name"": ""subscription"", ""value"": 4.62, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.1473429951690821, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 22.36, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 1.57, ""status"": ""fail"", ""awarded"": false}]",-0.01958542620549642,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
2026-09-11T10:16:32Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,2086,LCC Projects,mainboard,2026-09-11,https://www.chittorgarh.com/ipo/lcc-projects-ipo/2086/,146.0,146.0,102,55.0,,2026-09-11,11-09-2026 Close,7.2,28.89,1.17,Kfin Technologies Ltd.,14892.0,0.03702328849491541,,,0.6903887027048919,0.1388888888888889,551.3508122662803,False,2.0,False,"[{""name"": ""subscription"", ""value"": 7.2, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.3957845433255269, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 32.24, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.97, ""status"": ""fail"", ""awarded"": false}]",-0.1757309558010772,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
2026-09-11T10:16:38Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,2020,Karamtara Engineering,mainboard,2026-09-11,https://www.chittorgarh.com/ipo/karamtara-engineering-ipo/2020/,254.0,254.0,59,65.0,,2026-09-11,11-09-2026 Close,15.93,41.15,37.55,MUFG Intime India Pvt.Ltd.,14986.0,0.013294784783889044,,,0.7796680176697025,0.06277463904582549,199.23564477136122,False,2.0,False,"[{""name"": ""subscription"", ""value"": 15.93, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.22857142857142856, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 20.77, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.84, ""status"": ""fail"", ""awarded"": false}]",-0.043032630522627735,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
2026-09-11T10:16:43Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,3163,Infrax Renewable,sme,2026-09-11,https://www.chittorgarh.com/ipo/infrax-renewable-ipo/3163/,,104.0,1200,0.0,,2026-09-11,11-09-2026 Close,1.66,1.57,,Bigshare Services Pvt.Ltd.,124800.0,0.006872957131648261,,,0.02090780251693875,0.6024096385542169,857.745050029703,False,3.0,True,"[{""name"": ""subscription"", ""value"": 1.66, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": 0.17073170731707318, ""status"": ""pass"", ""awarded"": true}, {""name"": ""roe"", ""value"": 115.54, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.44, ""status"": ""pass"", ""awarded"": true}]",0.914064138049902,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
2026-09-11T10:16:48Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,2718,Vinod Texworld,sme,2026-09-11,https://www.chittorgarh.com/ipo/vinod-texworld-ipo/2718/,,94.0,1200,1.0,,2026-09-11,11-09-2026 Close,1.5,1.49,,Kfin Technologies Ltd.,112800.0,0.007267928224333009,,,0.005684041838333021,0.6666666666666666,819.8223037047634,False,2.0,False,"[{""name"": ""subscription"", ""value"": 1.5, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": null, ""status"": ""not_disclosed"", ""awarded"": true}, {""name"": ""roe"", ""value"": 24.31, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 1.65, ""status"": ""fail"", ""awarded"": false}]",0.08619352986000801,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
2026-09-11T10:16:51Z,2026-09-11T10:16:52Z,11-Sep 15:46 IST,2207,Amtech Esters,sme,2026-09-11,https://www.chittorgarh.com/ipo/amtech-esters-ipo/2207/,75.0,75.0,1600,7.0,,2026-09-11,11-09-2026 Close,6.6,15.04,1.12,Maashitla Securities Pvt.Ltd.,120000.0,0.007360126147891073,,,0.0794006830252232,0.15151515151515152,883.2151377469288,False,3.0,True,"[{""name"": ""subscription"", ""value"": 6.6, ""status"": ""fail"", ""awarded"": false}, {""name"": ""ofs_ratio"", ""value"": null, ""status"": ""not_disclosed"", ""awarded"": true}, {""name"": ""roe"", ""value"": 24.17, ""status"": ""pass"", ""awarded"": true}, {""name"": ""debt_equity"", ""value"": 0.17, ""status"": ""pass"", ""awarded"": true}]",0.19675395820789174,2026-09-17,2026-09-15,BEARISH,,False,,,,,False,
